School_District_Name,year,Course_Code,Course_Name,Number_of_Schools,Total_Course_Enrollment,Number_of_Classes,Number_FTE_Teachers,Average_Class_Size_filtered,Average_Class_Size,Subject_Area
La Canada Unified,1998,2501,"Dance, all phases",1,76,2,0.4,38,38,Dance/Physical Education
La Canada Unified,1999,2501,"Dance, all phases",1,164,4,0.8,41,41,Dance/Physical Education
La Canada Unified,2000,2501,"Dance, all phases",1,112,3,0.6,37.3,37.3,Dance/Physical Education
La Canada Unified,2001,2501,"Dance, all phases",1,78,2,0.4,39,39,Dance/Physical Education
La Canada Unified,2002,2501,"Dance, all phases",1,42,1,0.2,42,42,Dance/Physical Education
La Canada Unified,2003,2501,"Dance, all phases",1,47,1,0.2,47,47,Dance/Physical Education
La Canada Unified,2004,2501,"Dance, all phases",1,41,1,0.25,41,41,Dance/Physical Education
La Canada Unified,2005,2501,"Dance, all phases",1,69,2,0.5,34.5,34.5,Dance/Physical Education
La Canada Unified,2006,2501,"Dance, all phases",1,69,2,0.4,34.5,34.5,Dance/Physical Education
Long Beach Unified,1997,2501,"Dance, all phases",5,1200,28,5.6,33.8,42.9,Dance/Physical Education
Long Beach Unified,1998,2501,"Dance, all phases",7,1424,32,6.14,38.2,44.5,Dance/Physical Education
Long Beach Unified,1999,2501,"Dance, all phases",5,1422,32,5.09,35.6,44.4,Dance/Physical Education
Long Beach Unified,2000,2501,"Dance, all phases",5,1152,27,4.93,33.4,42.7,Dance/Physical Education
Long Beach Unified,2001,2501,"Dance, all phases",6,1290,29,5.64,36.4,44.5,Dance/Physical Education
Long Beach Unified,2002,2501,"Dance, all phases",9,1471,38,6.71,36.5,38.7,Dance/Physical Education
Long Beach Unified,2003,2501,"Dance, all phases",8,1542,38,6.75,37.5,40.6,Dance/Physical Education
Long Beach Unified,2004,2501,"Dance, all phases",8,1682,41,7.67,38.5,41,Dance/Physical Education
Long Beach Unified,2005,2501,"Dance, all phases",8,1637,41,7.38,35.3,39.9,Dance/Physical Education
Long Beach Unified,2006,2501,"Dance, all phases",3,67,3,0.61,22.3,22.3,Dance/Physical Education
Los Angeles USD,1997,2501,"Dance, all phases",49,5198,143,27.24,32.6,36.3,Dance/Physical Education
Los Angeles USD,1998,2501,"Dance, all phases",54,5180,144,27.08,32.4,36,Dance/Physical Education
Los Angeles USD,1999,2501,"Dance, all phases",51,5306,141,27.15,34.7,37.6,Dance/Physical Education
Los Angeles USD,2000,2501,"Dance, all phases",52,5744,157,29.58,33,36.6,Dance/Physical Education
Los Angeles USD,2001,2501,"Dance, all phases",57,7121,191,35.3,33.3,37.3,Dance/Physical Education
Los Angeles USD,2002,2501,"Dance, all phases",56,7232,192,35.6,33,37.7,Dance/Physical Education
Los Angeles USD,2003,2501,"Dance, all phases",2,68,2,0.4,34,34,Music
Los Angeles USD,2004,2501,"Dance, all phases",8,245,8,1.51,27.3,30.6,Dance/Physical Education
Los Angeles USD,2005,2501,"Dance, all phases",8,283,8,1.51,31.7,35.4,Dance/Physical Education
Los Angeles USD,2006,2501,"Dance, all phases",6,297,8,1.42,31.6,37.1,Dance/Physical Education
Manhattan Beach USD,1997,2501,"Dance, all phases",1,29,1,0.2,29,29,Dance/Physical Education
Manhattan Beach USD,1998,2501,"Dance, all phases",1,27,1,0.2,27,27,Dance/Physical Education
Manhattan Beach USD,2000,2501,"Dance, all phases",1,71,2,0.4,35.5,35.5,Dance/Physical Education
Manhattan Beach USD,2001,2501,"Dance, all phases",1,63,2,0.4,31.5,31.5,Dance/Physical Education
Manhattan Beach USD,2002,2501,"Dance, all phases",1,52,1,0.2,0,52,Dance/Physical Education
Manhattan Beach USD,2006,2501,"Dance, all phases",1,23,1,0.2,23,23,Dance/Physical Education
Pasadena Unified,1997,2501,"Dance, all phases",2,198,5,1,31.7,39.6,Dance/Physical Education
Pasadena Unified,1998,2501,"Dance, all phases",1,55,1,0.2,0,55,Dance/Physical Education
Pasadena Unified,1999,2501,"Dance, all phases",2,139,3,0.6,46.3,46.3,Dance/Physical Education
Pasadena Unified,2000,2501,"Dance, all phases",3,193,6,1.2,27.6,32.2,Dance/Physical Education
Pasadena Unified,2001,2501,"Dance, all phases",1,83,2,0.4,32,41.5,Dance/Physical Education
Pasadena Unified,2003,2501,"Dance, all phases",1,90,2,0.4,45,45,Dance/Physical Education
Pasadena Unified,2004,2501,"Dance, all phases",2,135,3,0.57,28,45,Dance/Physical Education
Pasadena Unified,2005,2501,"Dance, all phases",2,296,6,1.2,38.5,49.3,Dance/Physical Education
Santa Monica-Malibu USD,1999,2501,"Dance, all phases",1,23,1,0.2,23,23,Dance/Physical Education
Santa Monica-Malibu USD,2000,2501,"Dance, all phases",1,27,1,0.2,27,27,Dance/Physical Education
Santa Monica-Malibu USD,2001,2501,"Dance, all phases",1,113,3,0.6,37.7,37.7,Dance/Physical Education
Santa Monica-Malibu USD,2003,2501,"Dance, all phases",1,113,3,0.6,37.7,37.7,Dance/Physical Education
Santa Monica-Malibu USD,2005,2501,"Dance, all phases",1,19,1,0.2,19,19,Dance/Physical Education
Santa Monica-Malibu USD,2006,2501,"Dance, all phases",1,33,1,0.2,33,33,Dance/Physical Education
Beverly Hills USD,2002,2353,"Dance, movement and rhythmic activities",1,25,1,0.2,25,25,Dance
Beverly Hills USD,2003,2353,"Dance, movement and rhythmic activities",1,45,1,0.2,45,45,Dance
Burbank Unified,1999,2353,"Dance, movement and rhythmic activities",1,39,1,0.2,39,39,Dance
Burbank Unified,2005,2353,"Dance, movement and rhythmic activities",1,216,5,1,43.2,43.2,Dance
Burbank Unified,2006,2353,"Dance, movement and rhythmic activities",1,194,5,1,38.8,38.8,Dance
Inglewood USD,1998,2353,"Dance, movement and rhythmic activities",1,125,2,0.38,0,62.5,Dance
Inglewood USD,2000,2353,"Dance, movement and rhythmic activities",1,136,5,1,27.2,27.2,Dance
Inglewood USD,2001,2353,"Dance, movement and rhythmic activities",1,24,1,0.2,24,24,Dance
Inglewood USD,2003,2353,"Dance, movement and rhythmic activities",2,111,4,0.9,27.8,27.8,Dance
Inglewood USD,2004,2353,"Dance, movement and rhythmic activities",2,95,3,0.6,31.7,31.7,Dance
Inglewood USD,2005,2353,"Dance, movement and rhythmic activities",2,78,3,0.6,26,26,Dance
Inglewood USD,2006,2353,"Dance, movement and rhythmic activities",2,32,2,1.5,16,16,Dance
La Canada Unified,1998,2353,"Dance, movement and rhythmic activities",1,32,1,0.2,32,32,Dance
Long Beach Unified,1999,2353,"Dance, movement and rhythmic activities",1,92,4,0.8,23,23,Dance
Long Beach Unified,2000,2353,"Dance, movement and rhythmic activities",2,75,5,1,15,15,Dance
Long Beach Unified,2002,2353,"Dance, movement and rhythmic activities",1,74,2,0.32,37,37,Dance
Long Beach Unified,2004,2353,"Dance, movement and rhythmic activities",1,41,1,0.17,41,41,Dance
Los Angeles USD,2003,2353,"Dance, movement and rhythmic activities",5,583,16,3.15,35.3,36.4,Dance
Los Angeles USD,2004,2353,"Dance, movement and rhythmic activities",8,704,16,2.97,38.4,44,Dance
Los Angeles USD,2005,2353,"Dance, movement and rhythmic activities",11,810,19,3.74,36.4,42.6,Dance
Los Angeles USD,2006,2353,"Dance, movement and rhythmic activities",8,624,15,2.79,32.5,41.6,Dance
Manhattan Beach USD,1998,2353,"Dance, movement and rhythmic activities",1,25,1,0.2,25,25,Dance
Manhattan Beach USD,1999,2353,"Dance, movement and rhythmic activities",1,26,1,0.2,26,26,Dance
Pasadena Unified,1998,2353,"Dance, movement and rhythmic activities",1,23,1,0.16,23,23,Dance
Pasadena Unified,2001,2353,"Dance, movement and rhythmic activities",1,42,1,0.2,42,42,Dance
Santa Monica-Malibu USD,1997,2353,"Dance, movement and rhythmic activities",1,39,1,0.2,39,39,Dance
Santa Monica-Malibu USD,1998,2353,"Dance, movement and rhythmic activities",1,48,1,0.2,48,48,Dance
Santa Monica-Malibu USD,1999,2353,"Dance, movement and rhythmic activities",1,65,2,0.4,32.5,32.5,Dance
Santa Monica-Malibu USD,2002,2353,"Dance, movement and rhythmic activities",1,100,2,0.5,50,50,Dance
Los Angeles USD,2007,2353,"Dance, movement and rhythmic activities",14,958,23,4.72,34.9,41.7,Dance
Long Beach Unified,2007,2355,Dance fundamentals,10,1856,49,9.18,34.5,37.9,Dance
Long Beach Unified,2008,2355,Dance fundamentals,8,645,22,3.96,29.3,29.3,Dance
Los Angeles USD,2008,2355,Dance fundamentals,10,949,21,3.92,40.8,45.2,Dance
Santa Monica-Malibu USD,2007,2355,Dance fundamentals,1,20,1,0.2,20,20,Dance
Santa Monica-Malibu USD,2008,2355,Dance fundamentals,1,17,1,0.2,17,17,Dance
Los Angeles USD,2010,2353,"Dance, movement and rhythmic activities",1,105,1,1,0,105,Dance
Inglewood USD,2010,2355,Dance fundamentals,2,47,2,0.47,23.5,23.5,Dance
Long Beach Unified,2010,2355,Dance fundamentals,12,885,29,4.99,28.4,30.5,Dance
Los Angeles USD,2010,2355,Dance fundamentals,19,1170,32,5.61,32.4,36.6,Dance
Beverly Hills USD,1998,2801,Design,1,13,1,0.2,13,13,Art
Beverly Hills USD,1999,2801,Design,1,27,1,0.25,27,27,Art
Beverly Hills USD,2001,2801,Design,1,28,1,0.2,28,28,Art
Beverly Hills USD,2008,2801,Design,1,25,1,0.2,25,25,Art
Burbank Unified,1997,2801,Design,1,21,1,0.2,21,21,Art
Burbank Unified,1998,2801,Design,1,31,1,0.2,31,31,Art
Burbank Unified,1999,2801,Design,1,36,1,0.2,36,36,Art
Burbank Unified,2010,2801,Design,1,23,1,0.2,23,23,Art
Inglewood USD,1998,2801,Design,1,34,1,0.2,34,34,Art
Long Beach Unified,1997,2801,Design,8,1425,39,8.08,34.8,36.5,Art
Long Beach Unified,2002,2801,Design,1,71,3,0.6,23.7,23.7,Art
Long Beach Unified,2006,2801,Design,1,155,4,0.8,38.8,38.8,Art
Long Beach Unified,2007,2801,Design,1,114,3,0.6,38,38,Art
Long Beach Unified,2010,2801,Design,1,111,3,0.99,37,37,Art
Los Angeles USD,1997,2801,Design,34,2641,81,15.52,32.6,32.6,Art
Los Angeles USD,1998,2801,Design,33,2695,76,14.44,34.5,35.5,Art
Los Angeles USD,1999,2801,Design,36,3107,92,17.74,33.3,33.8,Art
Los Angeles USD,2000,2801,Design,31,2704,81,15.24,33.4,33.4,Art
Los Angeles USD,2001,2801,Design,25,2511,76,13.88,33,33,Art
Los Angeles USD,2002,2801,Design,24,2593,77,14.07,33.7,33.7,Art
Los Angeles USD,2003,2801,Design,16,1604,49,9.42,32.7,32.7,Art
Los Angeles USD,2004,2801,Design,33,3074,95,18.01,32.4,32.4,Art
Los Angeles USD,2005,2801,Design,39,3759,115,22.68,32.5,32.7,Art
Los Angeles USD,2006,2801,Design,36,3164,99,18.97,32,32,Art
Los Angeles USD,2007,2801,Design,41,3154,100,20.43,31.5,31.5,Art
Los Angeles USD,2008,2801,Design,39,3458,106,22.13,32.6,32.6,Art
Los Angeles USD,2010,2801,Design,51,3210,99,19.99,32.2,32.4,Art
Pasadena Unified,1997,2801,Design,2,184,6,1.2,30.7,30.7,Art
Pasadena Unified,1998,2801,Design,2,86,4,0.8,21.5,21.5,Art
Pasadena Unified,1999,2801,Design,1,66,3,0.6,22,22,Art
Pasadena Unified,2000,2801,Design,2,144,5,1,28.8,28.8,Art
Pasadena Unified,2001,2801,Design,1,63,2,0.4,31.5,31.5,Art
Pasadena Unified,2002,2801,Design,1,58,2,0.4,29,29,Art
Pasadena Unified,2003,2801,Design,1,38,1,0.2,38,38,Art
Pasadena Unified,2007,2801,Design,1,27,1,0.2,27,27,Art
Santa Monica-Malibu USD,1997,2801,Design,1,53,2,0.4,26.5,26.5,Art
Santa Monica-Malibu USD,1998,2801,Design,1,29,1,0.2,29,29,Art
Santa Monica-Malibu USD,1999,2801,Design,1,40,2,0.4,20,20,Art
Santa Monica-Malibu USD,2000,2801,Design,1,28,1,0.2,28,28,Art
Santa Monica-Malibu USD,2002,2801,Design,1,28,1,0.2,28,28,Art
Santa Monica-Malibu USD,2003,2801,Design,1,30,1,0.2,30,30,Art
Santa Monica-Malibu USD,2004,2801,Design,1,21,1,0.2,21,21,Art
Santa Monica-Malibu USD,2005,2801,Design,1,28,1,0.2,28,28,Art
Santa Monica-Malibu USD,2006,2801,Design,1,28,1,0.2,28,28,Art
Santa Monica-Malibu USD,2007,2801,Design,1,24,1,0.2,24,24,Art
Burbank Unified,1997,5757,Desktop publishing,1,24,1,0.2,24,24,"Visual Comm, Graphics"
Burbank Unified,2000,5757,Desktop publishing,1,26,1,0.2,26,26,"Visual Comm, Graphics"
Burbank Unified,2001,5757,Desktop publishing,1,27,1,0.2,27,27,"Visual Comm, Graphics"
Burbank Unified,2002,5757,Desktop publishing,1,26,1,0.2,26,26,"Visual Comm, Graphics"
Burbank Unified,2003,5757,Desktop publishing,1,27,1,0.2,27,27,"Visual Comm, Graphics"
Burbank Unified,2004,5757,Desktop publishing,1,28,1,0.2,28,28,"Visual Comm, Graphics"
Burbank Unified,2005,5757,Desktop publishing,1,30,1,0.2,30,30,"Visual Comm, Graphics"
Burbank Unified,2006,5757,Desktop publishing,1,32,1,0.2,32,32,"Visual Comm, Graphics"
Burbank Unified,2007,5757,Desktop publishing,1,27,1,0.2,27,27,"Arts, Media and Entertainment"
Burbank Unified,2008,5757,Desktop publishing,1,27,1,0.2,27,27,"Arts, Media and Entertainment"
Inglewood USD,2008,5757,Desktop publishing,1,97,3,0.6,32.3,32.3,"Arts, Media and Entertainment"
Inglewood USD,2010,5757,Desktop publishing,1,23,1,0.2,23,23,"Arts, Media and Entertainment"
Long Beach Unified,1998,5757,Desktop publishing,2,88,3,0.53,29.3,29.3,"Visual Comm, Graphics"
Long Beach Unified,1999,5757,Desktop publishing,3,184,4,1.1,36.7,46,"Visual Comm, Graphics"
Long Beach Unified,2000,5757,Desktop publishing,2,92,3,0.6,30.7,30.7,"Visual Comm, Graphics"
Long Beach Unified,2001,5757,Desktop publishing,1,33,2,0.33,16.5,16.5,"Visual Comm, Graphics"
Long Beach Unified,2002,5757,Desktop publishing,1,31,2,0.34,15.5,15.5,"Visual Comm, Graphics"
Long Beach Unified,2005,5757,Desktop publishing,1,42,1,0.2,42,42,"Visual Comm, Graphics"
Long Beach Unified,2006,5757,Desktop publishing,1,31,1,0.2,31,31,"Visual Comm, Graphics"
Long Beach Unified,2007,5757,Desktop publishing,3,93,3,0.57,31,31,"Arts, Media and Entertainment"
Long Beach Unified,2010,5757,Desktop publishing,1,31,1,0.2,31,31,"Arts, Media and Entertainment"
Los Angeles USD,2000,5757,Desktop publishing,1,9,1,0.2,9,9,"Visual Comm, Graphics"
Los Angeles USD,2003,5757,Desktop publishing,1,5,1,0.17,5,5,"Visual Comm, Graphics"
Pasadena Unified,2001,5757,Desktop publishing,1,108,4,0.68,27,27,"Visual Comm, Graphics"
Los Angeles USD,2008,5711,Digital animation,41,4152,141,27.88,29.1,29.4,"Arts, Media and Entertainment"
Beverly Hills USD,2010,2820,Computer art/graphics,1,106,4,0.64,26.5,26.5,Art
Burbank Unified,2010,2820,Computer art/graphics,1,32,1,0.2,32,32,Art
Glendale Unified,2010,2820,Computer art/graphics,1,41,2,0.4,20.5,20.5,Art
Inglewood USD,2010,2820,Computer art/graphics,1,125,5,0.7,25,25,Art
La Canada Unified,2010,2820,Computer art/graphics,1,84,3,0.75,28,28,Art
Long Beach Unified,2010,2820,Computer art/graphics,3,334,10,1.61,33.4,33.4,Art
Los Angeles USD,2010,2820,Computer art/graphics,53,5412,175,34.98,30.9,30.9,Art
Pasadena Unified,2010,2820,Computer art/graphics,1,161,5,0.85,32.2,32.2,Art
Santa Monica-Malibu USD,2010,2820,Computer art/graphics,2,164,7,1.07,23.4,23.4,Art
Beverly Hills USD,2007,2820,Computer art/graphics,1,104,4,0.8,26,26,Art
Beverly Hills USD,2008,2820,Computer art/graphics,1,133,5,1,26.6,26.6,Art
Glendale Unified,2007,2820,Computer art/graphics,1,27,1,0.2,27,27,Art
Glendale Unified,2008,2820,Computer art/graphics,1,19,1,0.2,19,19,Art
Long Beach Unified,2007,2820,Computer art/graphics,4,343,10,2,34.3,34.3,Art
Long Beach Unified,2008,2820,Computer art/graphics,4,440,13,2.37,33.8,33.8,Art
Los Angeles USD,2007,2820,Computer art/graphics,54,6375,202,40.01,31.4,31.6,Art
Los Angeles USD,2008,2820,Computer art/graphics,14,1015,34,6.41,29.9,29.9,Art
Pasadena Unified,2007,2820,Computer art/graphics,2,106,5,1,21.2,21.2,Art
Pasadena Unified,2008,2820,Computer art/graphics,1,63,4,1,15.8,15.8,Art
Santa Monica-Malibu USD,2007,2820,Computer art/graphics,1,20,1,0.2,20,20,Art
Santa Monica-Malibu USD,2008,2820,Computer art/graphics,1,15,1,0.2,15,15,Art
Beverly Hills USD,1997,2901,Theatre/creative dramatics,2,80,4,0.79,20,20,Drama/Theater
Beverly Hills USD,1998,2901,Theatre/creative dramatics,2,104,4,0.8,26,26,Drama/Theater
Beverly Hills USD,1999,2901,Theatre/creative dramatics,2,99,4,0.8,24.8,24.8,Drama/Theater
Beverly Hills USD,2000,2901,Theatre/creative dramatics,2,89,4,0.8,22.2,22.2,Drama/Theater
Beverly Hills USD,2001,2901,Theatre/creative dramatics,2,43,2,0.4,21.5,21.5,Drama/Theater
Beverly Hills USD,2002,2901,Theatre/creative dramatics,2,44,2,0.4,22,22,Drama/Theater
Beverly Hills USD,2003,2901,Theatre/creative dramatics,2,53,2,0.4,26.5,26.5,Drama/Theater
Beverly Hills USD,2004,2901,Theatre/creative dramatics,1,20,1,0.2,20,20,Drama/Theater
Beverly Hills USD,2005,2901,Theatre/creative dramatics,1,20,1,0.2,20,20,Drama/Theater
Beverly Hills USD,2006,2901,Theatre/creative dramatics,2,62,3,0.6,20.7,20.7,Drama/Theater
Burbank Unified,1997,2901,Theatre/creative dramatics,3,157,5,0.89,31.4,31.4,Drama/Theater
Burbank Unified,1998,2901,Theatre/creative dramatics,3,215,7,1.34,30.7,30.7,Drama/Theater
Burbank Unified,1999,2901,Theatre/creative dramatics,4,241,8,1.58,30.1,30.1,Drama/Theater
Burbank Unified,2000,2901,Theatre/creative dramatics,3,301,10,2,30.1,30.1,Drama/Theater
Burbank Unified,2001,2901,Theatre/creative dramatics,3,247,10,2,24.7,24.7,Drama/Theater
Burbank Unified,2002,2901,Theatre/creative dramatics,4,332,11,2.2,30.2,30.2,Drama/Theater
Burbank Unified,2003,2901,Theatre/creative dramatics,3,277,9,1.8,30.8,30.8,Drama/Theater
Burbank Unified,2004,2901,Theatre/creative dramatics,3,203,7,1.3,29,29,Drama/Theater
Burbank Unified,2005,2901,Theatre/creative dramatics,3,211,7,1.3,30.1,30.1,Drama/Theater
Burbank Unified,2006,2901,Theatre/creative dramatics,3,207,7,1.36,29.6,29.6,Drama/Theater
Glendale Unified,1997,2901,Theatre/creative dramatics,2,103,5,1,20.6,20.6,Drama/Theater
Glendale Unified,1998,2901,Theatre/creative dramatics,3,136,7,1.4,19.4,19.4,Drama/Theater
Glendale Unified,1999,2901,Theatre/creative dramatics,3,164,5,1,32.8,32.8,Drama/Theater
Glendale Unified,2000,2901,Theatre/creative dramatics,3,169,6,1.2,28.2,28.2,Drama/Theater
Glendale Unified,2001,2901,Theatre/creative dramatics,3,166,7,1.4,23.7,23.7,Drama/Theater
Glendale Unified,2002,2901,Theatre/creative dramatics,1,98,5,0.64,19.6,19.6,Drama/Theater
Glendale Unified,2003,2901,Theatre/creative dramatics,1,109,3,0.6,36.3,36.3,Drama/Theater
Glendale Unified,2004,2901,Theatre/creative dramatics,1,133,5,1,26.6,26.6,Drama/Theater
Glendale Unified,2005,2901,Theatre/creative dramatics,1,161,5,1,32.2,32.2,Drama/Theater
Glendale Unified,2006,2901,Theatre/creative dramatics,1,130,5,1,26,26,Drama/Theater
Inglewood USD,1997,2901,Theatre/creative dramatics,1,90,3,0.51,30,30,Drama/Theater
Inglewood USD,1999,2901,Theatre/creative dramatics,1,85,2,0.38,42.5,42.5,Drama/Theater
Inglewood USD,2000,2901,Theatre/creative dramatics,3,86,3,0.59,28.7,28.7,Drama/Theater
Inglewood USD,2001,2901,Theatre/creative dramatics,4,153,5,1,30.6,30.6,Drama/Theater
Inglewood USD,2002,2901,Theatre/creative dramatics,4,302,10,2,30.2,30.2,Drama/Theater
Inglewood USD,2003,2901,Theatre/creative dramatics,6,183,6,1.17,30.5,30.5,Drama/Theater
Inglewood USD,2004,2901,Theatre/creative dramatics,4,134,4,0.68,33.5,33.5,Drama/Theater
Inglewood USD,2005,2901,Theatre/creative dramatics,2,97,4,0.8,24.2,24.2,Drama/Theater
Inglewood USD,2006,2901,Theatre/creative dramatics,1,28,1,0.16,28,28,Drama/Theater
La Canada Unified,1997,2901,Theatre/creative dramatics,1,84,3,0.6,28,28,Drama/Theater
La Canada Unified,1998,2901,Theatre/creative dramatics,1,27,1,0.2,27,27,Drama/Theater
La Canada Unified,1999,2901,Theatre/creative dramatics,1,36,1,0.2,36,36,Drama/Theater
La Canada Unified,2000,2901,Theatre/creative dramatics,1,193,6,1.2,32.2,32.2,Drama/Theater
La Canada Unified,2001,2901,Theatre/creative dramatics,1,200,6,1.2,33.3,33.3,Drama/Theater
La Canada Unified,2002,2901,Theatre/creative dramatics,1,109,3,0.6,36.3,36.3,Drama/Theater
La Canada Unified,2005,2901,Theatre/creative dramatics,1,68,2,0.4,34,34,Drama/Theater
La Canada Unified,2006,2901,Theatre/creative dramatics,1,34,1,0.2,34,34,Drama/Theater
Long Beach Unified,1997,2901,Theatre/creative dramatics,3,204,7,1.36,29.1,29.1,Drama/Theater
Long Beach Unified,1999,2901,Theatre/creative dramatics,5,119,5,0.85,23.8,23.8,Drama/Theater
Long Beach Unified,2000,2901,Theatre/creative dramatics,8,268,10,1.92,26.8,26.8,Drama/Theater
Long Beach Unified,2001,2901,Theatre/creative dramatics,11,583,21,4.53,27.8,27.8,Drama/Theater
Long Beach Unified,2002,2901,Theatre/creative dramatics,7,601,18,3.89,24.1,33.4,Drama/Theater
Long Beach Unified,2003,2901,Theatre/creative dramatics,7,478,11,2.73,24.6,43.5,Drama/Theater
Long Beach Unified,2004,2901,Theatre/creative dramatics,9,599,22,4.11,27.2,27.2,Drama/Theater
Long Beach Unified,2005,2901,Theatre/creative dramatics,6,430,14,2.63,30.7,30.7,Drama/Theater
Long Beach Unified,2006,2901,Theatre/creative dramatics,10,578,22,4.12,26.3,26.3,Drama/Theater
Los Angeles USD,1997,2901,Theatre/creative dramatics,94,7875,246,46.8,31.4,32,Drama/Theater
Los Angeles USD,1998,2901,Theatre/creative dramatics,103,7903,254,49.74,30.7,31.1,Drama/Theater
Los Angeles USD,1999,2901,Theatre/creative dramatics,100,7659,251,48.15,30.2,30.5,Drama/Theater
Los Angeles USD,2000,2901,Theatre/creative dramatics,103,7751,264,49.95,29.2,29.4,Drama/Theater
